genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
14322_bins.341.fa,1037_1,0.010000000000000009,average,ANImf,1037
29643_bins.474.fa,1037_1,0.010000000000000009,average,ANImf,1037
29645_bins.24.fa,1037_1,0.010000000000000009,average,ANImf,1037
29646_bins.735.fa,1037_1,0.010000000000000009,average,ANImf,1037
29653_bins.367.fa,1037_1,0.010000000000000009,average,ANImf,1037
29654_bins.487.fa,1037_1,0.010000000000000009,average,ANImf,1037
29655_bins.42.fa,1037_1,0.010000000000000009,average,ANImf,1037
29666_bins.358.fa,1037_1,0.010000000000000009,average,ANImf,1037
29667_bins.154.fa,1037_1,0.010000000000000009,average,ANImf,1037
29668_bins.485.fa,1037_1,0.010000000000000009,average,ANImf,1037
29679_bins.276.fa,1037_1,0.010000000000000009,average,ANImf,1037
29692_bins.24.fa,1037_1,0.010000000000000009,average,ANImf,1037
29694_bins.166.fa,1037_1,0.010000000000000009,average,ANImf,1037
29700_bins.377.fa,1037_1,0.010000000000000009,average,ANImf,1037
29702_bins.127.fa,1037_1,0.010000000000000009,average,ANImf,1037
29703_bins.308.fa,1037_1,0.010000000000000009,average,ANImf,1037
29704_bins.174.fa,1037_1,0.010000000000000009,average,ANImf,1037
29705_bins.411.fa,1037_1,0.010000000000000009,average,ANImf,1037
29715_bins.405.fa,1037_1,0.010000000000000009,average,ANImf,1037
29742_bins.535.fa,1037_1,0.010000000000000009,average,ANImf,1037
29752_bins.428.fa,1037_1,0.010000000000000009,average,ANImf,1037
29753_bins.493.fa,1037_1,0.010000000000000009,average,ANImf,1037
29781_bins.121.fa,1037_1,0.010000000000000009,average,ANImf,1037
29796_bins.349.fa,1037_1,0.010000000000000009,average,ANImf,1037
29846_bins.303.fa,1037_1,0.010000000000000009,average,ANImf,1037
29847_bins.364.fa,1037_1,0.010000000000000009,average,ANImf,1037
29863_bins.101.fa,1037_1,0.010000000000000009,average,ANImf,1037
29864_bins.222.fa,1037_1,0.010000000000000009,average,ANImf,1037
29865_bins.447.fa,1037_1,0.010000000000000009,average,ANImf,1037
29875_bins.15.fa,1037_1,0.010000000000000009,average,ANImf,1037
29900_bins.76.fa,1037_1,0.010000000000000009,average,ANImf,1037
29912_bins.176.fa,1037_1,0.010000000000000009,average,ANImf,1037
29913_bins.64.fa,1037_1,0.010000000000000009,average,ANImf,1037
29924_bins.156.fa,1037_1,0.010000000000000009,average,ANImf,1037
29931_bins.378.fa,1037_1,0.010000000000000009,average,ANImf,1037
29934_bins.225.fa,1037_1,0.010000000000000009,average,ANImf,1037
29948_bins.153.fa,1037_1,0.010000000000000009,average,ANImf,1037
29949_bins.237.fa,1037_1,0.010000000000000009,average,ANImf,1037
29961_bins.460.fa,1037_1,0.010000000000000009,average,ANImf,1037
29962_bins.146.fa,1037_1,0.010000000000000009,average,ANImf,1037
315649_bins.65.fa,1037_1,0.010000000000000009,average,ANImf,1037
NegativeControl_bins.213.fa,1037_1,0.010000000000000009,average,ANImf,1037
14261_bins.440.fa,1038_1,0.010000000000000009,average,ANImf,1038
14275_bins.309.fa,1038_1,0.010000000000000009,average,ANImf,1038
29652_bins.234.fa,1038_1,0.010000000000000009,average,ANImf,1038
29679_bins.202.fa,1038_1,0.010000000000000009,average,ANImf,1038
29875_bins.43.fa,1038_1,0.010000000000000009,average,ANImf,1038
14205_bins.347.fa,1039_1,0.010000000000000009,average,ANImf,1039
14265_bins.132.fa,1039_1,0.010000000000000009,average,ANImf,1039
14307_bins.417.fa,1039_1,0.010000000000000009,average,ANImf,1039
29631_bins.69.fa,1039_1,0.010000000000000009,average,ANImf,1039
29633_bins.111.fa,1039_1,0.010000000000000009,average,ANImf,1039
29646_bins.447.fa,1039_1,0.010000000000000009,average,ANImf,1039
29654_bins.212.fa,1039_1,0.010000000000000009,average,ANImf,1039
29934_bins.286.fa,1039_1,0.010000000000000009,average,ANImf,1039
29643_bins.467.fa,1039_2,0.010000000000000009,average,ANImf,1039
14277_bins.31.fa,1040_1,0.010000000000000009,average,ANImf,1040
29702_bins.356.fa,1040_1,0.010000000000000009,average,ANImf,1040
14171_bins.70.fa,1040_2,0.010000000000000009,average,ANImf,1040
29665_bins.282.fa,1040_2,0.010000000000000009,average,ANImf,1040
29943_bins.105.fa,1040_2,0.010000000000000009,average,ANImf,1040
29778_bins.129.fa,1040_3,0.010000000000000009,average,ANImf,1040
29846_bins.158.fa,1040_4,0.010000000000000009,average,ANImf,1040
14287_bins.19.fa,1040_5,0.010000000000000009,average,ANImf,1040
14295_bins.13.fa,1040_5,0.010000000000000009,average,ANImf,1040
29781_bins.111.fa,1040_6,0.010000000000000009,average,ANImf,1040
14261_bins.398.fa,1040_7,0.010000000000000009,average,ANImf,1040
14276_bins.402.fa,1040_7,0.010000000000000009,average,ANImf,1040
14305_bins.310.fa,1040_7,0.010000000000000009,average,ANImf,1040
29875_bins.75.fa,1040_7,0.010000000000000009,average,ANImf,1040
29931_bins.420.fa,1040_7,0.010000000000000009,average,ANImf,1040
14275_bins.66.fa,1040_8,0.010000000000000009,average,ANImf,1040
14172_bins.277.fa,1040_9,0.010000000000000009,average,ANImf,1040
29847_bins.74.fa,1040_9,0.010000000000000009,average,ANImf,1040
14209_bins.462.fa,1040_10,0.010000000000000009,average,ANImf,1040
29924_bins.380.fa,1040_11,0.010000000000000009,average,ANImf,1040
14159_bins.78.fa,1040_12,0.010000000000000009,average,ANImf,1040
14171_bins.131.fa,1040_12,0.010000000000000009,average,ANImf,1040
14183_bins.245.fa,1040_12,0.010000000000000009,average,ANImf,1040
14186_bins.148.fa,1040_12,0.010000000000000009,average,ANImf,1040
14274_bins.143.fa,1040_12,0.010000000000000009,average,ANImf,1040
14284_bins.427.fa,1040_12,0.010000000000000009,average,ANImf,1040
14322_bins.338.fa,1040_12,0.010000000000000009,average,ANImf,1040
29679_bins.338.fa,1040_12,0.010000000000000009,average,ANImf,1040
29796_bins.426.fa,1040_12,0.010000000000000009,average,ANImf,1040
29914_bins.29.fa,1040_12,0.010000000000000009,average,ANImf,1040
14288_bins.186.fa,1040_13,0.010000000000000009,average,ANImf,1040
14273_bins.31.fa,1040_14,0.010000000000000009,average,ANImf,1040
29646_bins.640.fa,1040_15,0.010000000000000009,average,ANImf,1040
29704_bins.381.fa,1040_16,0.010000000000000009,average,ANImf,1040
29863_bins.83.fa,1040_17,0.010000000000000009,average,ANImf,1040
14320_bins.175.fa,1040_18,0.010000000000000009,average,ANImf,1040
29707_bins.444.fa,1040_19,0.010000000000000009,average,ANImf,1040
14187_bins.283.fa,1040_20,0.010000000000000009,average,ANImf,1040
14317_bins.359.fa,1040_21,0.010000000000000009,average,ANImf,1040
29700_bins.449.fa,1040_22,0.010000000000000009,average,ANImf,1040
14160_bins.224.fa,1041_1,0.010000000000000009,average,ANImf,1041
14174_bins.228.fa,1041_1,0.010000000000000009,average,ANImf,1041
14273_bins.112.fa,1041_1,0.010000000000000009,average,ANImf,1041
14276_bins.455.fa,1041_1,0.010000000000000009,average,ANImf,1041
14277_bins.52.fa,1041_1,0.010000000000000009,average,ANImf,1041
14284_bins.98.fa,1041_1,0.010000000000000009,average,ANImf,1041
14286_bins.205.fa,1041_1,0.010000000000000009,average,ANImf,1041
14287_bins.340.fa,1041_1,0.010000000000000009,average,ANImf,1041
14288_bins.23.fa,1041_1,0.010000000000000009,average,ANImf,1041
29777_bins.122.fa,1041_1,0.010000000000000009,average,ANImf,1041
14162_bins.267.fa,1042_1,0.010000000000000009,average,ANImf,1042
14171_bins.146.fa,1042_1,0.010000000000000009,average,ANImf,1042
14183_bins.333.fa,1042_1,0.010000000000000009,average,ANImf,1042
14184_bins.52.fa,1042_1,0.010000000000000009,average,ANImf,1042
14186_bins.52.fa,1042_1,0.010000000000000009,average,ANImf,1042
14187_bins.434.fa,1042_1,0.010000000000000009,average,ANImf,1042
14188_bins.428.fa,1042_1,0.010000000000000009,average,ANImf,1042
14193_bins.158.fa,1042_1,0.010000000000000009,average,ANImf,1042
14194_bins.274.fa,1042_1,0.010000000000000009,average,ANImf,1042
14195_bins.251.fa,1042_1,0.010000000000000009,average,ANImf,1042
14205_bins.279.fa,1042_1,0.010000000000000009,average,ANImf,1042
14208_bins.563.fa,1042_1,0.010000000000000009,average,ANImf,1042
14209_bins.441.fa,1042_1,0.010000000000000009,average,ANImf,1042
14233_bins.199.fa,1042_1,0.010000000000000009,average,ANImf,1042
14260_bins.326.fa,1042_1,0.010000000000000009,average,ANImf,1042
14261_bins.408.fa,1042_1,0.010000000000000009,average,ANImf,1042
14262_bins.53.fa,1042_1,0.010000000000000009,average,ANImf,1042
14265_bins.564.fa,1042_1,0.010000000000000009,average,ANImf,1042
14274_bins.393.fa,1042_1,0.010000000000000009,average,ANImf,1042
14275_bins.246.fa,1042_1,0.010000000000000009,average,ANImf,1042
14276_bins.186.fa,1042_1,0.010000000000000009,average,ANImf,1042
14284_bins.347.fa,1042_1,0.010000000000000009,average,ANImf,1042
14286_bins.126.fa,1042_1,0.010000000000000009,average,ANImf,1042
14287_bins.300.fa,1042_1,0.010000000000000009,average,ANImf,1042
14288_bins.180.fa,1042_1,0.010000000000000009,average,ANImf,1042
14305_bins.45.fa,1042_1,0.010000000000000009,average,ANImf,1042
14306_bins.416.fa,1042_1,0.010000000000000009,average,ANImf,1042
14317_bins.108.fa,1042_1,0.010000000000000009,average,ANImf,1042
14320_bins.153.fa,1042_1,0.010000000000000009,average,ANImf,1042
14322_bins.328.fa,1042_1,0.010000000000000009,average,ANImf,1042
210747_bins.3.fa,1042_1,0.010000000000000009,average,ANImf,1042
29643_bins.354.fa,1042_1,0.010000000000000009,average,ANImf,1042
29644_bins.307.fa,1042_1,0.010000000000000009,average,ANImf,1042
29646_bins.331.fa,1042_1,0.010000000000000009,average,ANImf,1042
29652_bins.254.fa,1042_1,0.010000000000000009,average,ANImf,1042
29653_bins.45.fa,1042_1,0.010000000000000009,average,ANImf,1042
29654_bins.140.fa,1042_1,0.010000000000000009,average,ANImf,1042
29665_bins.109.fa,1042_1,0.010000000000000009,average,ANImf,1042
29666_bins.145.fa,1042_1,0.010000000000000009,average,ANImf,1042
29667_bins.485.fa,1042_1,0.010000000000000009,average,ANImf,1042
29668_bins.393.fa,1042_1,0.010000000000000009,average,ANImf,1042
29679_bins.427.fa,1042_1,0.010000000000000009,average,ANImf,1042
29692_bins.199.fa,1042_1,0.010000000000000009,average,ANImf,1042
29694_bins.236.fa,1042_1,0.010000000000000009,average,ANImf,1042
29700_bins.271.fa,1042_1,0.010000000000000009,average,ANImf,1042
29702_bins.128.fa,1042_1,0.010000000000000009,average,ANImf,1042
29703_bins.87.fa,1042_1,0.010000000000000009,average,ANImf,1042
29704_bins.129.fa,1042_1,0.010000000000000009,average,ANImf,1042
29705_bins.206.fa,1042_1,0.010000000000000009,average,ANImf,1042
29707_bins.118.fa,1042_1,0.010000000000000009,average,ANImf,1042
29715_bins.467.fa,1042_1,0.010000000000000009,average,ANImf,1042
29742_bins.20.fa,1042_1,0.010000000000000009,average,ANImf,1042
29752_bins.339.fa,1042_1,0.010000000000000009,average,ANImf,1042
29753_bins.225.fa,1042_1,0.010000000000000009,average,ANImf,1042
29765_bins.371.fa,1042_1,0.010000000000000009,average,ANImf,1042
29778_bins.198.fa,1042_1,0.010000000000000009,average,ANImf,1042
29781_bins.348.fa,1042_1,0.010000000000000009,average,ANImf,1042
29796_bins.36.fa,1042_1,0.010000000000000009,average,ANImf,1042
29846_bins.117.fa,1042_1,0.010000000000000009,average,ANImf,1042
29863_bins.230.fa,1042_1,0.010000000000000009,average,ANImf,1042
29864_bins.91.fa,1042_1,0.010000000000000009,average,ANImf,1042
29865_bins.190.fa,1042_1,0.010000000000000009,average,ANImf,1042
29875_bins.476.fa,1042_1,0.010000000000000009,average,ANImf,1042
29912_bins.62.fa,1042_1,0.010000000000000009,average,ANImf,1042
29913_bins.83.fa,1042_1,0.010000000000000009,average,ANImf,1042
29924_bins.272.fa,1042_1,0.010000000000000009,average,ANImf,1042
29931_bins.430.fa,1042_1,0.010000000000000009,average,ANImf,1042
29939_bins.53.fa,1042_1,0.010000000000000009,average,ANImf,1042
29943_bins.129.fa,1042_1,0.010000000000000009,average,ANImf,1042
29949_bins.159.fa,1042_1,0.010000000000000009,average,ANImf,1042
29961_bins.317.fa,1042_1,0.010000000000000009,average,ANImf,1042
29962_bins.155.fa,1042_1,0.010000000000000009,average,ANImf,1042
319427_bins.56.fa,1042_1,0.010000000000000009,average,ANImf,1042
NegativeControl_bins.175.fa,1042_1,0.010000000000000009,average,ANImf,1042
14162_bins.248.fa,1043_1,0.010000000000000009,average,ANImf,1043
14265_bins.244.fa,1043_1,0.010000000000000009,average,ANImf,1043
14276_bins.329.fa,1043_1,0.010000000000000009,average,ANImf,1043
29652_bins.448.fa,1043_1,0.010000000000000009,average,ANImf,1043
29667_bins.118.fa,1043_1,0.010000000000000009,average,ANImf,1043
29694_bins.536.fa,1043_1,0.010000000000000009,average,ANImf,1043
29743_bins.13.fa,1043_1,0.010000000000000009,average,ANImf,1043
29796_bins.461.fa,1043_1,0.010000000000000009,average,ANImf,1043
29847_bins.534.fa,1043_1,0.010000000000000009,average,ANImf,1043
29742_bins.21.fa,1044_1,0.010000000000000009,average,ANImf,1044
29951_bins.398.fa,1044_2,0.010000000000000009,average,ANImf,1044
210747_bins.47.fa,1045_1,0.010000000000000009,average,ANImf,1045
315649_bins.64.fa,1045_1,0.010000000000000009,average,ANImf,1045
32650_bins.40.fa,1045_1,0.010000000000000009,average,ANImf,1045
32771_bins.49.fa,1045_1,0.010000000000000009,average,ANImf,1045
32810_bins.44.fa,1045_1,0.010000000000000009,average,ANImf,1045
P03694_bins.65.fa,1045_1,0.010000000000000009,average,ANImf,1045
29742_bins.186.fa,1046_0,0.010000000000000009,average,ANImf,1046
14265_bins.258.fa,1047_0,0.010000000000000009,average,ANImf,1047
14184_bins.105.fa,1048_1,0.010000000000000009,average,ANImf,1048
14195_bins.173.fa,1048_1,0.010000000000000009,average,ANImf,1048
14261_bins.256.fa,1048_1,0.010000000000000009,average,ANImf,1048
14286_bins.336.fa,1048_1,0.010000000000000009,average,ANImf,1048
29666_bins.392.fa,1048_1,0.010000000000000009,average,ANImf,1048
14171_bins.11.fa,1049_1,0.010000000000000009,average,ANImf,1049
14186_bins.286.fa,1049_1,0.010000000000000009,average,ANImf,1049
14306_bins.340.fa,1049_1,0.010000000000000009,average,ANImf,1049
14308_bins.175.fa,1049_1,0.010000000000000009,average,ANImf,1049
29691_bins.135.fa,1049_1,0.010000000000000009,average,ANImf,1049
29704_bins.15.fa,1049_1,0.010000000000000009,average,ANImf,1049
29652_bins.150.fa,1050_1,0.010000000000000009,average,ANImf,1050
29665_bins.11.fa,1050_2,0.010000000000000009,average,ANImf,1050
14317_bins.254.fa,1050_3,0.010000000000000009,average,ANImf,1050
29694_bins.583.fa,1050_4,0.010000000000000009,average,ANImf,1050
14172_bins.99.fa,1051_1,0.010000000000000009,average,ANImf,1051
29792_bins.123.fa,1051_1,0.010000000000000009,average,ANImf,1051
14172_bins.261.fa,1052_1,0.010000000000000009,average,ANImf,1052
14275_bins.198.fa,1052_1,0.010000000000000009,average,ANImf,1052
29654_bins.221.fa,1052_1,0.010000000000000009,average,ANImf,1052
29847_bins.311.fa,1052_1,0.010000000000000009,average,ANImf,1052
29865_bins.158.fa,1052_1,0.010000000000000009,average,ANImf,1052
14263_bins.326.fa,1052_2,0.010000000000000009,average,ANImf,1052
29694_bins.61.fa,1052_3,0.010000000000000009,average,ANImf,1052
29875_bins.57.fa,1052_3,0.010000000000000009,average,ANImf,1052
29924_bins.424.fa,1052_3,0.010000000000000009,average,ANImf,1052
14305_bins.196.fa,1052_4,0.010000000000000009,average,ANImf,1052
14161_bins.51.fa,1052_5,0.010000000000000009,average,ANImf,1052
14306_bins.142.fa,1052_5,0.010000000000000009,average,ANImf,1052
29781_bins.97.fa,1052_6,0.010000000000000009,average,ANImf,1052
14276_bins.244.fa,1053_0,0.010000000000000009,average,ANImf,1053
14188_bins.594.fa,1054_1,0.010000000000000009,average,ANImf,1054
14260_bins.126.fa,1054_1,0.010000000000000009,average,ANImf,1054
14261_bins.118.fa,1054_1,0.010000000000000009,average,ANImf,1054
14263_bins.217.fa,1054_1,0.010000000000000009,average,ANImf,1054
14265_bins.9.fa,1054_1,0.010000000000000009,average,ANImf,1054
14307_bins.266.fa,1054_1,0.010000000000000009,average,ANImf,1054
212211_bins.44.fa,1054_1,0.010000000000000009,average,ANImf,1054
29654_bins.377.fa,1054_1,0.010000000000000009,average,ANImf,1054
29692_bins.37.fa,1054_1,0.010000000000000009,average,ANImf,1054
29694_bins.522.fa,1054_1,0.010000000000000009,average,ANImf,1054
29753_bins.140.fa,1054_1,0.010000000000000009,average,ANImf,1054
29924_bins.252.fa,1054_1,0.010000000000000009,average,ANImf,1054
29943_bins.291.fa,1054_1,0.010000000000000009,average,ANImf,1054
29948_bins.421.fa,1054_1,0.010000000000000009,average,ANImf,1054
14184_bins.219.fa,1055_1,0.010000000000000009,average,ANImf,1055
14186_bins.71.fa,1055_1,0.010000000000000009,average,ANImf,1055
14187_bins.64.fa,1055_1,0.010000000000000009,average,ANImf,1055
14195_bins.427.fa,1055_1,0.010000000000000009,average,ANImf,1055
14208_bins.498.fa,1055_1,0.010000000000000009,average,ANImf,1055
14209_bins.115.fa,1055_1,0.010000000000000009,average,ANImf,1055
14261_bins.569.fa,1055_1,0.010000000000000009,average,ANImf,1055
14275_bins.213.fa,1055_1,0.010000000000000009,average,ANImf,1055
14276_bins.63.fa,1055_1,0.010000000000000009,average,ANImf,1055
14284_bins.108.fa,1055_1,0.010000000000000009,average,ANImf,1055
14286_bins.68.fa,1055_1,0.010000000000000009,average,ANImf,1055
14287_bins.7.fa,1055_1,0.010000000000000009,average,ANImf,1055
14288_bins.250.fa,1055_1,0.010000000000000009,average,ANImf,1055
14295_bins.152.fa,1055_1,0.010000000000000009,average,ANImf,1055
14317_bins.150.fa,1055_1,0.010000000000000009,average,ANImf,1055
14322_bins.382.fa,1055_1,0.010000000000000009,average,ANImf,1055
29643_bins.487.fa,1055_1,0.010000000000000009,average,ANImf,1055
29666_bins.112.fa,1055_1,0.010000000000000009,average,ANImf,1055
29703_bins.266.fa,1055_1,0.010000000000000009,average,ANImf,1055
29705_bins.38.fa,1055_1,0.010000000000000009,average,ANImf,1055
29752_bins.143.fa,1055_1,0.010000000000000009,average,ANImf,1055
29846_bins.355.fa,1055_1,0.010000000000000009,average,ANImf,1055
29931_bins.295.fa,1055_1,0.010000000000000009,average,ANImf,1055
29934_bins.511.fa,1055_1,0.010000000000000009,average,ANImf,1055
29948_bins.109.fa,1055_1,0.010000000000000009,average,ANImf,1055
29949_bins.404.fa,1055_1,0.010000000000000009,average,ANImf,1055
NegativeControl_bins.201.fa,1055_1,0.010000000000000009,average,ANImf,1055
14208_bins.523.fa,1056_1,0.010000000000000009,average,ANImf,1056
29646_bins.580.fa,1056_2,0.010000000000000009,average,ANImf,1056
14184_bins.410.fa,1057_1,0.010000000000000009,average,ANImf,1057
29666_bins.7.fa,1057_1,0.010000000000000009,average,ANImf,1057
14261_bins.119.fa,1057_2,0.010000000000000009,average,ANImf,1057
14265_bins.714.fa,1057_2,0.010000000000000009,average,ANImf,1057
14305_bins.232.fa,1057_2,0.010000000000000009,average,ANImf,1057
29653_bins.148.fa,1057_2,0.010000000000000009,average,ANImf,1057
29679_bins.249.fa,1057_2,0.010000000000000009,average,ANImf,1057
29694_bins.202.fa,1057_2,0.010000000000000009,average,ANImf,1057
29745_bins.329.fa,1057_2,0.010000000000000009,average,ANImf,1057
29753_bins.461.fa,1057_2,0.010000000000000009,average,ANImf,1057
29793_bins.240.fa,1057_2,0.010000000000000009,average,ANImf,1057
29943_bins.247.fa,1057_2,0.010000000000000009,average,ANImf,1057
14306_bins.259.fa,1057_3,0.010000000000000009,average,ANImf,1057
315286_bins.49.fa,1058_0,0.010000000000000009,average,ANImf,1058
29704_bins.318.fa,1059_0,0.010000000000000009,average,ANImf,1059
29875_bins.501.fa,1060_1,0.010000000000000009,average,ANImf,1060
29914_bins.175.fa,1060_1,0.010000000000000009,average,ANImf,1060
29931_bins.409.fa,1060_2,0.010000000000000009,average,ANImf,1060
14183_bins.421.fa,1060_3,0.010000000000000009,average,ANImf,1060
14186_bins.427.fa,1060_3,0.010000000000000009,average,ANImf,1060
14187_bins.248.fa,1060_3,0.010000000000000009,average,ANImf,1060
14320_bins.111.fa,1060_3,0.010000000000000009,average,ANImf,1060
29652_bins.67.fa,1060_3,0.010000000000000009,average,ANImf,1060
29654_bins.465.fa,1060_3,0.010000000000000009,average,ANImf,1060
29704_bins.419.fa,1060_3,0.010000000000000009,average,ANImf,1060
29863_bins.139.fa,1060_3,0.010000000000000009,average,ANImf,1060
29864_bins.57.fa,1060_3,0.010000000000000009,average,ANImf,1060
29962_bins.132.fa,1060_3,0.010000000000000009,average,ANImf,1060
14274_bins.74.fa,1060_4,0.010000000000000009,average,ANImf,1060
14275_bins.83.fa,1060_4,0.010000000000000009,average,ANImf,1060
14295_bins.174.fa,1060_4,0.010000000000000009,average,ANImf,1060
14322_bins.362.fa,1060_4,0.010000000000000009,average,ANImf,1060
29781_bins.240.fa,1060_4,0.010000000000000009,average,ANImf,1060
29705_bins.12.fa,1060_5,0.010000000000000009,average,ANImf,1060
29961_bins.246.fa,1060_6,0.010000000000000009,average,ANImf,1060
14288_bins.155.fa,1060_7,0.010000000000000009,average,ANImf,1060
14261_bins.45.fa,1060_8,0.010000000000000009,average,ANImf,1060
29796_bins.413.fa,1060_9,0.010000000000000009,average,ANImf,1060
NegativeControl_bins.221.fa,1060_10,0.010000000000000009,average,ANImf,1060
14171_bins.73.fa,1061_1,0.010000000000000009,average,ANImf,1061
14183_bins.314.fa,1061_1,0.010000000000000009,average,ANImf,1061
14186_bins.288.fa,1061_1,0.010000000000000009,average,ANImf,1061
14261_bins.177.fa,1061_1,0.010000000000000009,average,ANImf,1061
14273_bins.199.fa,1061_1,0.010000000000000009,average,ANImf,1061
14274_bins.275.fa,1061_1,0.010000000000000009,average,ANImf,1061
14276_bins.509.fa,1061_1,0.010000000000000009,average,ANImf,1061
14277_bins.46.fa,1061_1,0.010000000000000009,average,ANImf,1061
14284_bins.249.fa,1061_1,0.010000000000000009,average,ANImf,1061
14288_bins.401.fa,1061_1,0.010000000000000009,average,ANImf,1061
14295_bins.283.fa,1061_1,0.010000000000000009,average,ANImf,1061
14322_bins.384.fa,1061_1,0.010000000000000009,average,ANImf,1061
29652_bins.300.fa,1061_1,0.010000000000000009,average,ANImf,1061
29654_bins.124.fa,1061_1,0.010000000000000009,average,ANImf,1061
29692_bins.90.fa,1061_1,0.010000000000000009,average,ANImf,1061
29700_bins.291.fa,1061_1,0.010000000000000009,average,ANImf,1061
29864_bins.263.fa,1061_1,0.010000000000000009,average,ANImf,1061
29931_bins.228.fa,1061_1,0.010000000000000009,average,ANImf,1061
NegativeControl_bins.184.fa,1061_1,0.010000000000000009,average,ANImf,1061
14274_bins.315.fa,1062_1,0.010000000000000009,average,ANImf,1062
29645_bins.283.fa,1062_1,0.010000000000000009,average,ANImf,1062
29652_bins.262.fa,1062_1,0.010000000000000009,average,ANImf,1062
29702_bins.131.fa,1062_1,0.010000000000000009,average,ANImf,1062
29943_bins.251.fa,1062_1,0.010000000000000009,average,ANImf,1062
14261_bins.11.fa,1062_2,0.010000000000000009,average,ANImf,1062
29796_bins.205.fa,1062_3,0.010000000000000009,average,ANImf,1062
14186_bins.138.fa,1062_4,0.010000000000000009,average,ANImf,1062
14205_bins.166.fa,1062_4,0.010000000000000009,average,ANImf,1062
14287_bins.174.fa,1062_4,0.010000000000000009,average,ANImf,1062
29643_bins.246.fa,1062_4,0.010000000000000009,average,ANImf,1062
29646_bins.80.fa,1062_4,0.010000000000000009,average,ANImf,1062
29864_bins.109.fa,1062_4,0.010000000000000009,average,ANImf,1062
29912_bins.91.fa,1062_4,0.010000000000000009,average,ANImf,1062
29962_bins.258.fa,1062_4,0.010000000000000009,average,ANImf,1062
29914_bins.48.fa,1062_5,0.010000000000000009,average,ANImf,1062
14317_bins.512.fa,1062_6,0.010000000000000009,average,ANImf,1062
14194_bins.226.fa,1062_7,0.010000000000000009,average,ANImf,1062
14204_bins.48.fa,1062_7,0.010000000000000009,average,ANImf,1062
14273_bins.24.fa,1062_7,0.010000000000000009,average,ANImf,1062
14298_bins.188.fa,1062_7,0.010000000000000009,average,ANImf,1062
29665_bins.517.fa,1062_7,0.010000000000000009,average,ANImf,1062
29667_bins.459.fa,1062_7,0.010000000000000009,average,ANImf,1062
29692_bins.85.fa,1062_7,0.010000000000000009,average,ANImf,1062
29715_bins.188.fa,1062_7,0.010000000000000009,average,ANImf,1062
29865_bins.171.fa,1062_7,0.010000000000000009,average,ANImf,1062
29875_bins.209.fa,1062_7,0.010000000000000009,average,ANImf,1062
29961_bins.440.fa,1062_8,0.010000000000000009,average,ANImf,1062
14183_bins.354.fa,1062_9,0.010000000000000009,average,ANImf,1062
14159_bins.150.fa,1063_1,0.010000000000000009,average,ANImf,1063
14183_bins.276.fa,1063_1,0.010000000000000009,average,ANImf,1063
14187_bins.172.fa,1063_1,0.010000000000000009,average,ANImf,1063
14188_bins.291.fa,1063_1,0.010000000000000009,average,ANImf,1063
14208_bins.357.fa,1063_1,0.010000000000000009,average,ANImf,1063
14261_bins.585.fa,1063_1,0.010000000000000009,average,ANImf,1063
14265_bins.615.fa,1063_1,0.010000000000000009,average,ANImf,1063
14295_bins.501.fa,1063_1,0.010000000000000009,average,ANImf,1063
14306_bins.114.fa,1063_1,0.010000000000000009,average,ANImf,1063
14317_bins.403.fa,1063_1,0.010000000000000009,average,ANImf,1063
14320_bins.427.fa,1063_1,0.010000000000000009,average,ANImf,1063
29646_bins.391.fa,1063_1,0.010000000000000009,average,ANImf,1063
29653_bins.394.fa,1063_1,0.010000000000000009,average,ANImf,1063
29665_bins.62.fa,1063_1,0.010000000000000009,average,ANImf,1063
29666_bins.498.fa,1063_1,0.010000000000000009,average,ANImf,1063
29667_bins.73.fa,1063_1,0.010000000000000009,average,ANImf,1063
29691_bins.123.fa,1063_1,0.010000000000000009,average,ANImf,1063
29694_bins.516.fa,1063_1,0.010000000000000009,average,ANImf,1063
29703_bins.467.fa,1063_1,0.010000000000000009,average,ANImf,1063
29715_bins.364.fa,1063_1,0.010000000000000009,average,ANImf,1063
29742_bins.214.fa,1063_1,0.010000000000000009,average,ANImf,1063
29752_bins.412.fa,1063_1,0.010000000000000009,average,ANImf,1063
29865_bins.226.fa,1063_1,0.010000000000000009,average,ANImf,1063
29875_bins.202.fa,1063_1,0.010000000000000009,average,ANImf,1063
29924_bins.541.fa,1063_1,0.010000000000000009,average,ANImf,1063
29934_bins.483.fa,1063_1,0.010000000000000009,average,ANImf,1063
29948_bins.297.fa,1063_1,0.010000000000000009,average,ANImf,1063
29951_bins.277.fa,1063_1,0.010000000000000009,average,ANImf,1063
29961_bins.6.fa,1063_1,0.010000000000000009,average,ANImf,1063
14276_bins.263.fa,1064_1,0.010000000000000009,average,ANImf,1064
29679_bins.11.fa,1064_1,0.010000000000000009,average,ANImf,1064
29781_bins.326.fa,1064_1,0.010000000000000009,average,ANImf,1064
29912_bins.10.fa,1064_1,0.010000000000000009,average,ANImf,1064
29924_bins.239.fa,1064_1,0.010000000000000009,average,ANImf,1064
29796_bins.90.fa,1065_0,0.010000000000000009,average,ANImf,1065
14171_bins.85.fa,1066_1,0.010000000000000009,average,ANImf,1066
29962_bins.353.fa,1066_1,0.010000000000000009,average,ANImf,1066
29692_bins.56.fa,1067_0,0.010000000000000009,average,ANImf,1067
