*sample_name,biosample number,sample_title,bioproject_accession,*organism,host,isolation_source,*collection_date,*geo_loc_name,*lat_lon,altitude,ref_biomaterial,rel_to_oxygen,samp_collect_device,samp_mat_process,samp_size,source_material_id,description,*env_biome,*env_feature,*env_material,Room number and pen (i.e. crate) ID ,Cohort,Antibiotic regimen,Probiotic regimen,Dysentery,DNA extraction plate ID,DNA extraction well ID,Sample_storage_temperature,host_body_habitat,host_diet,host_last_meal,host_life_stage,host_sex,TATTOO,Crate before start of the trial,NURSING_DAM,BIRTH_DAY,LINE,CROSS_BREED,STIGSIRE (male parent),STIGDAM (female parent),host_weight,,,,,,,,,,,,,,
Ma10/14209,SAMN11098483Ê,,PRJNA526405,Pig gut metagenome,Pig,14209,10/03/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 37 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,3A,ColiGuard,not applicable,1g/day ColiGuard oral paste for 14 days; start on: 01/02/2017,0,plate_9,C10,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14209,B4,Y08266,1/9/2017 0:00:00,316,Duroc x Landrace,BR06957,Y08266,not available,,,,,,,,,,,,,,
Ma10/14188,SAMN11098484Ê,,PRJNA526405,Pig gut metagenome,Pig,14188,10/03/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 37 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,3A,ColiGuard,not applicable,1g/day ColiGuard oral paste for 14 days; start on: 01/02/2017,0,plate_10,H5,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14188,B2,210747,1/8/2017 0:00:00,316,Duroc x Landrace,BR06957,210747,not available,,,,,,,,,,,,,,
Ma10/14307,SAMN11098485Ê,,PRJNA526405,Pig gut metagenome,Pig,14307,10/03/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 37 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,3A,ColiGuard,not applicable,1g/day ColiGuard oral paste for 14 days; start on: 01/02/2017,0,plate_9,C2,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14307,B42,21272,1/11/2017 0:00:00,316,Duroc x Landrace,BR07264,21272,not available,,,,,,,,,,,,,,
Ma10/14297,SAMN11098486Ê,,PRJNA526405,Pig gut metagenome,Pig,14297,10/03/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 37 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,3D,Neomycin+ColiGuard,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day ColiGuard oral paste for 14 days; start on: 06/02/2017,0,plate_9,E8,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14297,B21,21508,1/11/2017 0:00:00,316,Duroc x Landrace,BR07335,21508,not available,,,,,,,,,,,,,,
Ma10/14274,SAMN11098487Ê,,PRJNA526405,Pig gut metagenome,Pig,14274,10/03/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 37 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,3D,Neomycin+ColiGuard,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day ColiGuard oral paste for 14 days; start on: 06/02/2017,0,plate_10,D5,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14274,B27,210080,1/10/2017 0:00:00,316,Duroc x Landrace,BR06957,210080,not available,,,,,,,,,,,,,,
Ma10/29679,SAMN11098488Ê,,PRJNA526405,Pig gut metagenome,Pig,29679,10/03/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 37 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,3D,Neomycin+ColiGuard,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day ColiGuard oral paste for 14 days; start on: 06/02/2017,0,plate_10,H7,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29679,A37,319096,1/8/2017 0:00:00,326,Duroc x Large white,BR06957,32734,not available,,,,,,,,,,,,,,
Ma10/14263,SAMN11098489Ê,,PRJNA526405,Pig gut metagenome,Pig,14263,10/03/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 37 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,3D,Neomycin+ColiGuard,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day ColiGuard oral paste for 14 days; start on: 06/02/2017,0,plate_9,E6,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14263,B8,Y09733,1/10/2017 0:00:00,316,Duroc x Landrace,BR06957,Y09733,not available,,,,,,,,,,,,,,
Ma10/29781,SAMN11098490Ê,,PRJNA526405,Pig gut metagenome,Pig,29781,10/03/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 37 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,4A,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_10,A7,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29781,B10,32719,1/10/2017 0:00:00,326,Duroc x Large white,BR05918,32719,not available,,,,,,,,,,,,,,
Ma10/29668,SAMN11098491Ê,,PRJNA526405,Pig gut metagenome,Pig,29668,10/03/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 37 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,4A,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_9,A7,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29668,A26,315286,1/8/2017 0:00:00,326,Duroc x Large white,BR06957,315286,not available,,,,,,,,,,,,,,
Ma10/14265,SAMN11098492Ê,,PRJNA526405,Pig gut metagenome,Pig,14265,10/03/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 37 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,4A,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_9,D3,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14265,B8,Y09733,1/10/2017 0:00:00,316,Duroc x Landrace,BR06957,Y09733,not available,,,,,,,,,,,,,,
Ma10/29653,SAMN11098493Ê,,PRJNA526405,Pig gut metagenome,Pig,29653,10/03/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 37 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,4A,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_10,E1,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29653,A25,316703,1/8/2017 0:00:00,326,Duroc x Large white,BR04050,316703,not available,,,,,,,,,,,,,,
Ja30/315875,SAMN11098494Ê,,PRJNA526405,Pig gut metagenome,Pig,315875,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_9,C4,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/910916,SAMN11098495Ê,,PRJNA526405,Pig gut metagenome,Pig,910916,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_10,E6,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/210747,SAMN11098496Ê,,PRJNA526405,Pig gut metagenome,Pig,210747,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_10,B6,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/40516,SAMN11098497Ê,,PRJNA526405,Pig gut metagenome,Pig,40516,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_9,E4,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/Y09733,SAMN11098498Ê,,PRJNA526405,Pig gut metagenome,Pig,Y09733,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_9,F5,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/B11439,SAMN11098499Ê,,PRJNA526405,Pig gut metagenome,Pig,B11439,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_10,B8,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/319427,SAMN11098500Ê,,PRJNA526405,Pig gut metagenome,Pig,319427,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_9,B8,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/P03694,SAMN11098501Ê,,PRJNA526405,Pig gut metagenome,Pig,P03694,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_10,B7,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/316981,SAMN11098502Ê,,PRJNA526405,Pig gut metagenome,Pig,316981,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_9,G5,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/317019,SAMN11098503Ê,,PRJNA526405,Pig gut metagenome,Pig,317019,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_10,E2,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/T12057,SAMN11098504Ê,,PRJNA526405,Pig gut metagenome,Pig,T12057,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_9,A2,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/32650,SAMN11098505Ê,,PRJNA526405,Pig gut metagenome,Pig,32650,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_10,G4,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/9128,SAMN11098506Ê,,PRJNA526405,Pig gut metagenome,Pig,9128,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_9,C6,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/314531,SAMN11098507Ê,,PRJNA526405,Pig gut metagenome,Pig,314531,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_10,F5,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/Y08266,SAMN11098508Ê,,PRJNA526405,Pig gut metagenome,Pig,Y08266,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_9,F8,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/319096,SAMN11098509Ê,,PRJNA526405,Pig gut metagenome,Pig,319096,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_10,D9,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/60581,SAMN11098510Ê,,PRJNA526405,Pig gut metagenome,Pig,60581,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_9,D4,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/32719,SAMN11098511Ê,,PRJNA526405,Pig gut metagenome,Pig,32719,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_10,A9,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/21508,SAMN11098512Ê,,PRJNA526405,Pig gut metagenome,Pig,21508,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_9,B1,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/Y08843,SAMN11098513Ê,,PRJNA526405,Pig gut metagenome,Pig,Y08843,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_10,A8,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/316703,SAMN11098514Ê,,PRJNA526405,Pig gut metagenome,Pig,316703,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_9,E2,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/32810,SAMN11098515Ê,,PRJNA526405,Pig gut metagenome,Pig,32810,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_10,C7,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/32365,SAMN11098516Ê,,PRJNA526405,Pig gut metagenome,Pig,32365,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_9,E10,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/408216,SAMN11098517Ê,,PRJNA526405,Pig gut metagenome,Pig,408216,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_10,A2,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/60690,SAMN11098518Ê,,PRJNA526405,Pig gut metagenome,Pig,60690,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_9,E5,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/706402,SAMN11098519Ê,,PRJNA526405,Pig gut metagenome,Pig,706402,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_9,G3,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/R03999,SAMN11098520Ê,,PRJNA526405,Pig gut metagenome,Pig,R03999,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_10,C5,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/B11802,SAMN11098521Ê,,PRJNA526405,Pig gut metagenome,Pig,B11802,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_9,D10,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/B12474,SAMN11098522Ê,,PRJNA526405,Pig gut metagenome,Pig,B12474,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_10,C9,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/32771,SAMN11098523Ê,,PRJNA526405,Pig gut metagenome,Pig,32771,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_9,B4,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/21272,SAMN11098524Ê,,PRJNA526405,Pig gut metagenome,Pig,21272,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_10,E4,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/315286,SAMN11098525Ê,,PRJNA526405,Pig gut metagenome,Pig,315286,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_10,C1,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/212211,SAMN11098526Ê,,PRJNA526405,Pig gut metagenome,Pig,212211,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_9,G7,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/21560,SAMN11098527Ê,,PRJNA526405,Pig gut metagenome,Pig,21560,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_9,F6,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/315649,SAMN11098528Ê,,PRJNA526405,Pig gut metagenome,Pig,315649,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_10,D3,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/210080,SAMN11098529Ê,,PRJNA526405,Pig gut metagenome,Pig,210080,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_9,F10,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/315376,SAMN11098530Ê,,PRJNA526405,Pig gut metagenome,Pig,315376,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_10,G7,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/40519,SAMN11098531Ê,,PRJNA526405,Pig gut metagenome,Pig,40519,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_9,C8,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/315132,SAMN11098532Ê,,PRJNA526405,Pig gut metagenome,Pig,315132,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_10,A4,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/T11600,SAMN11098533Ê,,PRJNA526405,Pig gut metagenome,Pig,T11600,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_9,F9,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/B11614,SAMN11098534Ê,,PRJNA526405,Pig gut metagenome,Pig,B11614,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_10,D8,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Ja30/40486,SAMN11098535Ê,,PRJNA526405,Pig gut metagenome,Pig,40486,30/01/17 0:00,"NSW, Australia",not available,not available,,,,,,,DNA extracted from faecal metagenomic sample of sow,Host- gut,Faecal ,Faecal ,not available,Mothers,not applicable,not applicable,not available,plate_10,E10,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Sow,Female,not available,not available,not available,not available,not available,not available,not available,not available,not available,,,,,,,,,,,,,,
Au14/MC1,SAMN11098536Ê,,PRJNA526405,synthetic metagenome,Bacteria,MockCommunity,14/08/17 0:00,"NSW, Australia","33.8832å¡ S, 151.2005å¡ E",21,,,,,,,DNA extracted from bacterial mock community ,Lab,mock community,mock community,not applicable,MockCommunity,not applicable,not applicable,not applicable,plate_1,F8,-80C,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,
Au14/MC2,SAMN11098537Ê,,PRJNA526405,synthetic metagenome,Bacteria,MockCommunity,14/08/17 0:00,"NSW, Australia","33.8832å¡ S, 151.2005å¡ E",21,,,,,,,DNA extracted from bacterial mock community ,Lab,mock community,mock community,not applicable,MockCommunity,not applicable,not applicable,not applicable,plate_2,C9,-80C,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,
Au14/MC3,SAMN11098538Ê,,PRJNA526405,synthetic metagenome,Bacteria,MockCommunity,14/08/17 0:00,"NSW, Australia","33.8832å¡ S, 151.2005å¡ E",21,,,,,,,DNA extracted from bacterial mock community ,Lab,mock community,mock community,not applicable,MockCommunity,not applicable,not applicable,not applicable,plate_3,G4,-80C,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,
